#1.3																									
1750	21	4	0																						
id	Cell Line	Perturbagen	Concentration	Timepoint	pMEK(S217/221)	pERK(T202/Y204)	p-p90RSK(S380)	p-p90RSK(T573)	p-AKT(T308)	p-AKT(S473)	p-mTOR(S2448)	p-p70S6K(T421/S424)	p-p70S6K(T389)	p-S6(S235/236)	p-AMPK(T172)	p-JNK(T183/Y185)	Total c-Jun	p-cJun(S63)	p-P38(T180/Y182)	p-HSP27(S82)	p-NFKB(S536)	Bim	cPARP	p-Histone H3(S10)	p27Kip1
0.00316uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	0.00316uM	24h	-0.607405	0.18485	0.26017	0.323	0.68003	0.77932	0.49993	0.20638	0.192855	0.41572	0.5062625	0.45467	0.428576	0.4112935	-0.121305	0.38251	0.12537	0.505205	0.4381195	0.18736	0.235528
0.00316uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	0.00316uM	48h	0.544335	0.36504	0.77023	0.598625	0.4682115	0.480282	1.1193	1.063	0.66967	-0.051594	0.28961	0.5663845	-0.16945	0.348862	0.225087	0.71535	0.69358	0.52921	0.4284855	1.36169	0.25359
0.01uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	0.01uM	1h	0.165035	-0.23152	0.016253	-0.296	1.07393	0.655217	0.30091	0.149	0.31394	-0.41014	0.52599	0.545015	1.019095	0.418955	0.347135	-0.47047	0.12103	0.716885	0.1320375	0.08268	-0.19055
0.01uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	0.01uM	5h	-0.36619	-0.40707	-0.27395	-0.5613	-0.1298835	-0.5387	-0.25106	0.065281	-0.20254	-0.31711	-0.06375	0.0499645	0.30062	-0.00453	0.170685	-0.46324	-0.15705	0.034255	-0.0800475	-0.329935	-0.058225
0.01uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	0.01uM	10h	0.342045	0.032278	0.052736	-0.425605	0.1719145	-0.184434	-0.23035	0.22641	0.159	0.21804	0.3751575	0.367401	0.25282	0.177584	0.696115	-0.52605	-0.040159	0.37421	0.0559635	0.27655	0.03303
0.01uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	0.01uM	24h	-0.31478	0.073006	0.20873	0.511745	1.142	1.48973	0.96293	0.85096	0.688995	0.42442	0.683278	0.696965	0.713255	0.643115	0.169293	0.42622	0.66791	1.082465	0.5947655	0.434165	0.2573865
0.01uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	0.01uM	48h	0.3216765	0.14902	0.59197	0.77042	0.574305	0.63112	0.84653	1.3315	0.55719	-0.098156	0.08221	0.434987	-0.29606	0.177219	0.528395	0.33998	0.70931	0.51268	0.339825	1.7218	0.0801635
0.0316uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	0.0316uM	1h	-0.08411	-0.40362	-0.094006	-0.35554	1.91025	0.73101	0.41322	0.17325	0.227105	-0.35727	0.8325	0.410502	0.79967	0.486425	0.0473655	-0.036689	0.073916	0.9351415	0.027645	0.385818	-0.329065
0.0316uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	0.0316uM	5h	-0.3869708	-0.53229	-0.1581	-0.543905	0.306865	-0.35829	0.091879	0.17642	-0.002895	-0.59972	0.298426	0.2193145	0.323885	0.22644	-0.193872	0.080064	-0.081421	0.476115	-0.0275735	-0.071255	-0.486775
0.0316uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	0.0316uM	10h	0.087535	-0.23925	-0.13913	-0.2947	0.137865	-0.214911	-0.44505	-0.087367	0.16954	0.020336	0.350164	0.284375	0.0640987	0.18204	0.48903	-0.29783	-0.18528	0.3175825	-0.073071	0.49445	-0.0567205
0.0316uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	0.0316uM	24h	-0.402245	-0.084016	0.20553	0.73859	1.2527	1.553875	0.99637	0.77129	0.7525225	0.2966	0.63620725	0.61723	0.618765	0.78748	0.227175	0.60094	0.8253	1.103565	0.468748	0.722185	0.509571
0.0316uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	0.0316uM	48h	0.29104	-0.084221	0.58669	0.72926	0.61349	0.753105	0.9724	1.1706	0.6979985	-0.11682	0.427978	0.554257	-0.071495	0.53164	0.572935	0.49419	0.99188	0.742125	0.3670835	1.82225	0.35659
0.1uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	0.1uM	1h	-0.4797635	-0.64484	-0.048455	-0.26234	0.943945	0.5810605	0.58147	0.051702	0.07439	-0.64993	0.5786805	0.2503835	0.458825	0.55088	-0.2415395	-0.18893	0.08702	0.717502	0.2506365	0.193505	-0.06358
0.1uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	0.1uM	5h	-0.916775	-0.63503	-0.20373	-0.560795	0.44417	-0.469205	0.34792	-0.19474	-0.13296	-0.70092	0.079615	0.004052	0.0804455	0.10879	-0.3604	-0.11288	-0.080835	0.22704	0.02055	-0.35549045	-0.106089
0.1uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	0.1uM	10h	-0.16948	-0.40496	-0.16166	-0.325215	0.756665	-0.198004	0.047043	0.077041	0.07984	-0.1852	0.323755	0.2248905	-0.1063355	0.3574124	0.33744	-0.064859	-0.05619	0.3699005	0.031456	0.18683	0.17421
0.1uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	0.1uM	24h	-0.734395	-0.33102	0.056606	0.400185	1.355395	1.5636	1.0735	0.60729	0.54122	0.1495	0.71534	0.507989	0.67500255	0.9698	-0.317645	0.66162	0.50304	1.01926	0.4343925	0.63253	0.417645
0.1uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	0.1uM	48h	-0.217985	-0.39657	0.15348	0.595185	0.702275	0.75862	0.94355	0.99607	0.6057214	-0.1928	0.503654	0.3892	0.30139	0.663465	0.2457145	0.46672	0.8686	0.664565	0.338975	1.61673	0.25147085
0.316uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	0.316uM	1h	-0.980415	-1.7839	0.020706	-0.04321	0.976245	0.901125	0.48394	0.34592	0.13976	-0.51307	0.57949	0.224675	0.405011	0.486475	0.03394	-0.48804	0.35772	0.70365	0.1353055	0.361265	0.056855
0.316uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	0.316uM	5h	-1.075555	-1.3678	0.058251	-0.462485	0.4016295	0.1131	0.21772	0.34554	-0.028765	-0.66188	0.32105	0.063425	-0.1224215	0.3854655	0.080035	-0.24985	0.058888	0.566965	0.141843	0.179015	-0.131916
0.316uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	0.316uM	10h	-0.50804	-1.3391	-0.0061649	-0.22445	0.604422	0.28426635	0.23519	0.36469	0.17793	-0.13649	0.432201	0.14298	-0.38404	0.334656	0.35798	-0.088957	0.036248	0.47057	0.0893425	0.739335	0.098778
0.316uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	0.316uM	24h	-1.11062	-1.5036	0.56328	0.745005	1.41764	1.7436	1.5271	1.0657	0.7173895	-0.34113	0.98525	0.562475	0.986845	1.1432	0.00089	0.62663	0.91023	1.15476	0.547575	0.525384	0.77876
0.316uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	0.316uM	48h	-0.742695	-1.2429	0.86777	0.79463	0.85425	0.864445	1.7856	1.3481	0.787205	-0.64545	0.7656715	0.456015	1.142885	1.15076	0.5202515	0.87528	1.1829	0.974735	0.54371975	1.20396	0.67443
1uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	1uM	1h	-1.6764	-3.1715	-0.40441	-0.2806	0.983335	0.852405	0.1672	0.12685	-0.081005	-0.32842	0.507955	0.21556	0.299582225	0.506806	0.27658	-0.52845	0.2435	0.66178	0.109478	0.600221	-0.0836685
1uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	1uM	5h	-1.49635	-1.515	-0.2781	-0.543625	0.359979	0.197	-0.13725	0.0083835	-0.143	-0.72796	0.158515	0.03405	-0.520385	0.165225	0.020205	-0.43325	0.023583	0.36737	0.00197	0.3544705	-0.324737
1uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	1uM	10h	-1.159305	-1.8621	-0.52792	-0.2981	0.565375	0.4040475	-0.37205	0.11491	-0.046715	-0.56245	0.359106	0.14215	-0.39401	0.13046	0.43941	-0.32624	-0.17787	0.43588	-0.012987	1.028325	-0.048285
1uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	1uM	24h	-1.375655	-2.9123	0.10198	0.176117	1.24599	1.65525	0.85159	0.68632	0.35296	-0.82738	0.750666	0.37434	1.061805	0.86034	0.02535	0.34164	0.56689	0.964385	0.266985	0.259275	0.288331
1uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	1uM	48h	-1.47195	-2.4014	-0.090476	0.142606	0.72199	0.84216	0.6152	0.36996	0.177745	-1.5358	0.500905	0.27545	1.4452	1.090185	0.24941	0.34041	0.49552	0.8637535	0.28196	0.13398	0.372255
3.16uM PLX-4720 @ 1h (WM-115)	WM-115	PLX-4720	3.16uM	1h	-2.38325	-4.1645	-0.53641	-0.424365	0.5039445	0.48382	0.026552	-0.20483	-0.298261	-0.56773	0.24081	-0.1951155	-0.088096	0.25051	-0.368445	-0.25123	-0.19742	0.4938584	-0.1264255	0.27246	-0.69023
3.16uM PLX-4720 @ 5h (WM-115)	WM-115	PLX-4720	3.16uM	5h	-1.9742	-1.5068	-0.54025	-0.648665	0.50624505	0.18826	-0.27491	-0.06523	-0.23935	-1.1652	0.01577	0.013015	-0.36967	0.223105	-0.2517505	-0.49811	-0.42043	0.6360905	-0.022235	0.52202	-0.43687
3.16uM PLX-4720 @ 10h (WM-115)	WM-115	PLX-4720	3.16uM	10h	-1.7378	-1.3763	-0.54284	-0.051285	0.3813205	0.215024	-0.51892	-0.091227	-0.357135	-0.7018	0.05456	-0.0287115	-0.106751	0.1725255	0.373975	-0.40794	-0.55062	0.19022	-0.1985215	0.777025	-0.27619
3.16uM PLX-4720 @ 24h (WM-115)	WM-115	PLX-4720	3.16uM	24h	-1.38793	-3.3557	0.20401	0.61166	1.30637	1.624185	0.9385	0.87653	0.53325	-1.1114	0.6564225	0.42107	1.51025	0.868175	0.0294115	0.6135	0.7344	1.122455	0.361864	0.211675	0.569065
3.16uM PLX-4720 @ 48h (WM-115)	WM-115	PLX-4720	3.16uM	48h	-2.07385	-2.5736	-0.41816	-0.06616	0.72108	0.62134	0.14561	-0.11715	-0.3180095	-1.7781	0.2990025	0.028895	1.46635	0.57724	-0.235255	-0.25779	-0.14674	0.465695	0.2469345	-0.891245	0.437665
0.00316uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	0.00316uM	1h	0.105145	0.12137	0.12299	-0.103102	0.587435	0.356776	0.26373	0.1787	0.0574	-0.36337	0.03761	0.443918	0.614965	0.2125635	0.1026665	-0.005559	0.012302	0.192425	0.0454715	-0.365325	-0.498895
0.00316uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	0.00316uM	5h	-0.532785	-0.49717	0.11325	-0.48104	-0.608975	-0.78757	0.16448	-0.14101	-0.296875	-0.47451	-0.497515	-0.414845	0.1537125	-0.34866	-0.149765	-0.10801	-0.25782	-0.36041	0.034689	-0.505212	-0.228621
0.00316uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	0.00316uM	10h	0.188948	0.074928	0.13404	-0.371095	-0.36445	-0.42966	-0.048272	-0.026001	-0.0321895	0.32977	0.26987	-0.007706	-0.079115	-0.1566655	0.370995	-0.033802	-0.10588	-0.1636	0.0087585	-0.09843	-0.267095
0.00316uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	0.00316uM	24h	0.149548	0.058537	0.29531	0.437995	0.0428465	0.486325	0.36291	0.82748	0.33388	0.19705	-0.002185	0.2156917	-0.117316	0.17137	-0.1704805	0.28194	0.2985	-0.04890415	0.139331	0.590045	-0.013125
0.00316uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	0.00316uM	48h	0.539865	0.29535	0.49114	0.519755	0.09965	0.1288275	0.67349	0.89055	0.284635	0.11941	0.056265	0.27654135	-0.382095	0.0231743	0.070703	0.44188	0.59841	0.107037	0.288925	1.18727	0.129274
0.01uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	0.01uM	1h	0.010845	-0.049388	-0.29722	-0.51125	0.58068	0.323965	-0.16808	-0.11763	-0.00321	-0.17101	-0.064705	0.27955	0.6159	0.111385	0.378247	-0.38076	-0.3007	-0.00203	-0.0382797	-0.0613875	-0.21174
0.01uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	0.01uM	5h	-0.607875	-0.47596	-0.28431	-0.44715	-0.473095	-0.6983	-0.36022	-0.37193	-0.46385	-0.50491	-0.30164	-0.1583165	0.171821	-0.323995	-0.125035	-0.43818	-0.25745	-0.29555	-0.17435965	-0.42751	-0.25464
0.01uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	0.01uM	10h	0.134865	-0.020332	-0.155	-0.307975	-0.1232695	-0.42128	-0.16577	-0.055473	0.001807	0.039845	0.0622625	0.102281	-0.140564	-0.0105475	0.636895	-0.34134	-0.068103	-0.1077595	-0.062445	-0.160388	-0.310535
0.01uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	0.01uM	24h	0.0621675	0.044061	0.077288	0.37411	0.454835	0.780115	0.067724	0.6658	0.31779	0.46078	0.0905455	0.2882335	-0.123378	0.13898	0.09667	0.040008	0.076494	0.26798	0.0613905	0.721965	-0.2625305
0.01uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	0.01uM	48h	0.1505835	0.079767	0.11222	0.55047	0.0673955	0.30381	0.23316	0.79896	0.028172	-0.12073	-0.256985	0.00275	-0.443075	-0.131417	0.25986	0.10822	0.21689	0.0944235	0.23338	1.232805	-0.2245645
0.0316uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	0.0316uM	1h	-0.1780595	-0.11828	-0.13331	-0.452035	0.40461	0.1957375	-0.058281	-0.15071	-0.120195	-0.37344	-0.061045	0.164397	0.503505	0.261192	-0.19287	-0.35039	-0.42434	0.18018	-0.15878	-0.253	-0.600155
0.0316uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	0.0316uM	5h	-0.530935	-0.26608	-0.29953	-0.48176	-0.28968	-0.606395	-0.31241	-0.26521	-0.294145	-0.3924	-0.37467	-0.15511715	0.0406	-0.109455	-0.312905	-0.3338	-0.45686	-0.0926417	-0.1397625	-0.41022	-0.52397
0.0316uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	0.0316uM	10h	-0.0143775	-0.1466	-0.16542	0.192115	-0.22176	-0.44326	-0.28977	-0.087291	-0.1636655	0.19404	0.16577	0.09460295	-0.0921745	0.0068975	0.53491	-0.4421	-0.25069	-0.04783	-0.161825	0.108946	-0.23337
0.0316uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	0.0316uM	24h	0.1802045	-0.053788	0.032554	0.4553	0.6844	0.930195	0.28012	0.45652	0.429035	0.44551	0.06358	0.378117	-0.0513265	0.2869275	-0.24887	0.16159	0.10875	0.29454	0.131241	0.85101	-0.0947865
0.0316uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	0.0316uM	48h	0.4726315	-0.071301	0.12114	0.461115	0.39937	0.453794	0.50967	0.75026	0.4066585	-0.10896	0.268673	0.47187935	-0.254138	0.34469	0.185405	0.27208	0.40125	0.433095	0.215045	1.601235	0.076897
0.1uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	0.1uM	1h	-0.472355	-0.36044	-0.14361	-0.3335	0.37519	0.103075	0.2508	-0.1698	-0.183021	-0.49525	0.0387	-0.0488705	0.33871	0.263736	-0.286555	0.11131	-0.20395	0.12384	-0.005205	-0.3484475	-0.28625
0.1uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	0.1uM	5h	-0.74089	-0.34727	-0.22497	-0.523145	0.03318	-0.806715	0.1922	-0.24905	-0.36353	-0.59469	-0.080323	-0.17014	0.042245	-0.04835	-0.27688	-0.0044172	-0.26473	-0.068205	-0.1133355	-0.869305	-0.337565
0.1uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	0.1uM	10h	-0.083754	-0.11155	-0.10646	-0.31423	-0.0645635	-0.33655	-0.043382	0.11996	0.00537	-0.22527	0.227545	0.03306045	-0.21655	0.079458	0.215415	0.24874	-0.048087	-0.02091	-0.0598251	0.001005	-0.160735
0.1uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	0.1uM	24h	-0.0492	-0.15318	0.11735	0.39801	0.760615	0.827295	0.40173	0.42195	0.25283	0.3449	0.28257	0.3037555	0.005665	0.2785855	-0.285395	0.46022	0.25964	0.44988	0.1502755	0.765735	-0.063848
0.1uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	0.1uM	48h	0.062535	-0.19802	0.11711	0.493855	0.430268	0.36987	0.56263	0.82778	0.3684415	-0.31918	0.2222615	0.25541	-0.093125	0.3036975	-0.00666	0.26321	0.38286	0.360515	0.1670265	1.50883	-0.1355115
0.316uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	0.316uM	1h	-0.851905	-1.057	-0.19614	-0.2243305	0.20149	0.28618	-0.078653	-0.17893	-0.242995	-0.49339	0.09038	-0.32807	-0.0529925	-0.0864075	-0.342665	-0.14129	-0.36533	-0.083745	-0.106593	-0.1327355	-0.4516615
0.316uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	0.316uM	5h	-0.747745	-0.54916	0.077732	-0.428455	-0.073637	-0.42079	0.22443	-0.041906	-0.358865	-0.40127	-0.0349	-0.0601475	-0.362295	-0.0970195	-0.428495	0.090368	-0.14997	0.03753	-0.0814541	-0.1072165	-0.167534
0.316uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	0.316uM	10h	-0.14531	-0.40013	-0.0011836	-0.127882	0.090218	-0.059578	0.03985	0.20294	-0.1075	-0.25956	0.2383185	0.03171	-0.56591	-0.003634	0.20606	-0.02819	-0.12415	0.171145	-0.0156425	0.31526	-0.1413225
0.316uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	0.316uM	24h	-0.354925	-0.76804	0.50923	0.538425	1.017985	1.16918	0.96694	0.97173	0.3690325	0.12183	0.643145	0.411695	0.3504165	0.68233	-0.04377	0.58328	0.33005	0.71594	0.33781	0.826445	0.1743565
0.316uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	0.316uM	48h	-0.3435885	-0.69752	0.48029	0.583935	0.584081	0.5732445	1.0107	1.0087	0.499342	-0.33424	0.5008005	0.38993	0.514985	0.779075	0.2820735	0.66617	0.65598	0.74303	0.3934555	1.367195	0.199465
1uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	1uM	1h	-1.78845	-2.6778	-0.56791	-0.40884	0.1378735	0.091917	-0.34378	-0.74531	-0.50188	-0.30556	-0.124652	-0.460015	-0.353815	-0.24854	-0.22105	-0.41373	-0.32914	-0.239505	-0.15858	-0.0423025	-0.543983
1uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	1uM	5h	-1.30535	-1.2066	-0.44879	-0.52015	-0.069821955	-0.33844	-0.11533	-0.2967	-0.494285	-0.67474	-0.2172375	-0.194465	-0.894315	-0.171497	0.055085	-0.31637	-0.25137	0.050328	-0.1179675	0.1426015	-0.043375
1uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	1uM	10h	-0.721795	-1.4343	-0.45508	-0.25665	-0.067195	-0.0446625	-0.4728	-0.26263	-0.423155	-0.61268	-0.023094	-0.249815	-0.63814	-0.01261495	0.5572885	-0.38334	-0.31339	-0.006245	-0.101652	0.448805	0.0497
1uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	1uM	24h	-1.080275	-2.631	-0.085538	0.0867645	1.012275	1.077075	0.40659	0.32596	0.05724	-0.51218	0.338881	0.148625	0.677685	0.6721	-0.183705	0.32306	0.13025	0.60676	0.047265	0.413235	0.024775
1uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	1uM	48h	-1.373	-2.1314	-0.18498	0.2146	0.569635	0.51319	0.21843	0.15438	0.026855	-1.0181	0.208355	0.14503	1.108145	0.787405	0.1085245	0.17555	0.021002	0.470045	0.130148	0.15324	0.2477645
3.16uM PLX4032 @ 1h (WM-115)	WM-115	PLX4032	3.16uM	1h	-2.5583	-4.1886	-0.44267	-0.234784	0.14638	-0.1038665	-0.22364	-0.72999	-0.45199	-0.4994	-0.337815	-0.60114	-0.622105	-0.126594	-0.347515	-0.27164	-0.2191	-0.1479005	-0.1978055	-0.22881	-0.203785
3.16uM PLX4032 @ 5h (WM-115)	WM-115	PLX4032	3.16uM	5h	-1.9457	-1.3722	-0.39805	-0.399355	-0.098132	-0.425945	-0.034423	-0.34669	-0.63255	-1.297	-0.17	-0.216235	-1.068005	-0.0566	-0.0248895	-0.32675	-0.43672	-0.043715	-0.20135	0.324782	-0.27188
3.16uM PLX4032 @ 10h (WM-115)	WM-115	PLX4032	3.16uM	10h	-1.5686	-1.436	-0.43422	-0.09543	-0.134785	-0.29431	-0.44579	-0.49542	-0.692965	-1.3118	-0.1253745	-0.340275	-0.51649	-0.1488545	0.4261295	-0.24267	-0.38262	-0.120221	-0.1809665	0.6027	-0.072065
3.16uM PLX4032 @ 24h (WM-115)	WM-115	PLX4032	3.16uM	24h	-1.471245	-3.5	-0.094127	0.39009	1.07695	1.195825	0.43327	0.43072	0.05705	-1.2338	0.32991	0.16424	0.956045	0.66142	-0.231787	0.51142	0.1346	0.640655	0.2878795	-0.06849	0.291955
3.16uM PLX4032 @ 48h (WM-115)	WM-115	PLX4032	3.16uM	48h	-2.2601	-2.6231	-0.5145	-0.1762165	0.299075	0.076108	-0.25201	-0.5046	-0.62931	-2.1293	-0.088449	-0.26809	1.25225	0.380455	-0.150495	-0.30093	-0.25668	0.08936	0.09592	-1.153615	0.3683
0.00316uM SB590885 @ 1h (WM-115)	WM-115	SB590885	0.00316uM	1h	-0.03037	-0.035919	0.26935	-0.011425	0.863375	0.53157	0.46583	0.51794	0.2508585	-0.0090563	0.0996	0.522057	0.73869	0.3822495	0.07270885	-0.16302	0.1355	0.64689	0.03420685	0.10005	-0.22
0.00316uM SB590885 @ 5h (WM-115)	WM-115	SB590885	0.00316uM	5h	-0.771455	-0.74195	6.13E-05	-0.445765	-0.436531	-0.69086	-0.023254	-0.25523	-0.45164	-0.31967	-0.344175	-0.407885	0.2585705	-0.31593	-0.43477	-0.01905	-0.27033	-0.079927	-0.0434	-0.40617	-0.308495
0.00316uM SB590885 @ 10h (WM-115)	WM-115	SB590885	0.00316uM	10h	0.12116	-0.018167	0.088253	-0.35527	-0.056474	-0.28612	0.052711	-0.053206	0.1022645	0.16311	0.40525	0.1590725	-0.067425	0.0224205	0.31084	-0.036008	-0.29799	0.170623	0.084603	-0.318032	-0.134575
0.00316uM SB590885 @ 24h (WM-115)	WM-115	SB590885	0.00316uM	24h	0.02437	0.075007	0.22932	0.427495	0.48252	0.6588	0.52761	0.25878	0.250275	0.47757	0.2291795	0.291517	0.360105	0.344985	-0.22719	0.34578	0.12221	0.501215	0.3632875	0.0914715	0.1359355
0.00316uM SB590885 @ 48h (WM-115)	WM-115	SB590885	0.00316uM	48h	0.43797	0.385	0.56002	0.551995	0.52591	0.42798495	1.0469	1.0903	0.658585	0.045254	0.3499065	0.484505	-0.1418165	0.3713	0.24008	0.33976	0.60152	0.515105	0.290603	1.420905	0.312445
0.01uM SB590885 @ 1h (WM-115)	WM-115	SB590885	0.01uM	1h	-0.4712045	-0.59529	-0.11014	-0.416685	0.63816	0.64182	-0.032321	0.12152	0.038375	-0.063023	0.4042785	0.377304	0.470145	0.237034	0.349434	-0.43649	0.0019911	0.432342	-0.034067	0.1660085	-0.390235
0.01uM SB590885 @ 5h (WM-115)	WM-115	SB590885	0.01uM	5h	-0.93354	-0.65046	-0.46778	-0.187715	-0.209465	-0.47233	-0.34807	-0.49836	-0.23588	-0.59025	-0.059	-0.26345	0.1140995	-0.153802	-0.350045	-0.5477	-0.47405	0.0241575	-0.115488	-0.358395	-0.645445
0.01uM SB590885 @ 10h (WM-115)	WM-115	SB590885	0.01uM	10h	-0.324115	-0.60912	-0.13175	-0.42124	-0.041065	-0.239375	-0.31279	0.085927	0.075639	0.33114	0.263347	0.19904225	-0.048165	0.103811	0.49959	-0.33719	-0.056862	0.1399385	-0.087169	0.2449755	-0.360555
0.01uM SB590885 @ 24h (WM-115)	WM-115	SB590885	0.01uM	24h	0.049495	-0.17803	-0.083663	0.32928	1.016765	1.249025	0.57041	0.40518	0.4444995	0.34949	0.499677	0.4947675	0.5316	0.55126	-0.113692	0.29443	0.36999	0.75591	0.4003615	0.46211	0.1498035
0.01uM SB590885 @ 48h (WM-115)	WM-115	SB590885	0.01uM	48h	-0.1952985	-0.12039	0.095562	0.42914	0.355935	0.49521	0.41077	0.88484	0.3471105	-0.18304	-0.041945	0.231679	-0.22975	0.1257075	0.204387	0.15027	0.32264	0.29395	0.22201	1.3982	-0.091487
0.0316uM SB590885 @ 1h (WM-115)	WM-115	SB590885	0.0316uM	1h	-1.106545	-1.7103	-0.41516	-0.184152	0.855725	0.62914	0.042457	-0.1945	-0.117485	-0.35525	0.433615	0.089795	0.1351	0.305547	-0.0922885	-0.28716	0.0073712	0.53124	-0.100923	0.212275	-0.367285
0.0316uM SB590885 @ 5h (WM-115)	WM-115	SB590885	0.0316uM	5h	-1.4302	-1.2924	-0.45928	-0.58802	0.1460075	-0.1897885	-0.28357	-0.50625	-0.163575	-0.57801	0.1376285	-0.180275	-0.335657	0.0642955	-0.278785	-0.40458	-0.32324	0.12359	-0.110875	-0.2581275	-0.36199
0.0316uM SB590885 @ 10h (WM-115)	WM-115	SB590885	0.0316uM	10h	-0.962865	-1.5604	-0.39683	-0.274938	0.014355	-0.0259	-0.41261	-0.30035	-0.017385	-0.21778	0.421375	-0.020062	-0.393155	0.230438	0.445455	-0.36472	-0.1024	0.197595	-0.106277	0.3312745	0.007445
0.0316uM SB590885 @ 24h (WM-115)	WM-115	SB590885	0.0316uM	24h	-0.45704	-1.0204	0.15276	0.534405	1.28175	1.500685	0.76926	0.62472	0.5646315	0.055187	0.6192865	0.4936695	0.65306715	0.78591	0.24586	0.4781	0.51879	0.98824	0.35039	0.49412	0.32432
0.0316uM SB590885 @ 48h (WM-115)	WM-115	SB590885	0.0316uM	48h	-0.585885	-0.80593	0.29839	0.4812	0.657475	0.70337	0.75835	1.0444	0.63289415	-0.42961	0.562283	0.380175	0.465381	0.689695	0.534895	0.48473	0.84686	0.70335	0.2406385	1.51674	0.168443
0.1uM SB590885 @ 1h (WM-115)	WM-115	SB590885	0.1uM	1h	-2.13	-3.1735	-0.42024	-0.329335	0.60802	0.529725	0.2886	-0.46581	-0.238005	-0.73458	0.390745	-0.260385	-0.0475935	0.4300263	-0.25638	-0.08397	0.080676	0.41348	0.07727	0.08731	-0.1299715
0.1uM SB590885 @ 5h (WM-115)	WM-115	SB590885	0.1uM	5h	-2.0435	-1.9711	-0.58714	-0.49016	0.261905	-0.1032895	0.15229	-0.13086	-0.132685	-1.2998	-0.044295	-0.377995	-0.50212	0.243005	-0.29747	-0.24947	-0.38404	0.23152	-0.00506	-0.35243	-0.1166805
0.1uM SB590885 @ 10h (WM-115)	WM-115	SB590885	0.1uM	10h	-1.60395	-2.3022	-0.5013	-0.391335	0.5161875	0.1995594	0.078051	-0.21919	-0.00782	-0.73501	0.272687	-0.090915	-0.44695	0.40227895	0.5063	-0.13217	-0.14748	0.3207915	-0.030478	0.57608	-0.0060815
