	('measuredProteinValue 0',)
('111426 3325', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	436.7732912
('111427 3326', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	233.6031949
('111428 3327', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1536.294184
('111429 3328', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	360.3603454
('111430 3329', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1738.305164
('111431 3330', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	118.7415222
('111432 3331', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	109.2406385
('111433 3332', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	102.9569038
('111434 3333', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	154.2978948
('111435 3334', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	106.1179009
('111436 3335', 'clName: MDA-MB-231', 'clCenterSpecificID: 50058', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	209.6059757
('111437 3336', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.019132126
('111438 3337', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.295000939
('111439 3338', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.100902499
('111440 3339', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.114436805
('111441 3340', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.039422051
('111442 3341', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.140487989
('111443 3342', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	302.4452187
('111444 3343', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	318.4141381
('111445 3344', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	300.6717854
('111446 3345', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	315.3876675
('111447 3346', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	308.4636341
('111448 3347', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	315.7083523
('111449 3348', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	136.6344698
('111450 3349', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	173.117034
('111451 3350', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	132.4046735
('111452 3351', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	479.2800863
('111453 3352', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	131.023326
('111454 3353', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	612.997097
('111455 3354', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	41.9881368
('111456 3355', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	35.13319976
('111457 3356', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	41.50349454
('111458 3357', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	51.27588343
('111459 3358', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	48.32487299
('111460 3359', 'clName: MDA-MB-361', 'clCenterSpecificID: 50331', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	70.11277702
('111461 3360', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.097461956
('111462 3361', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.112551075
('111463 3362', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.11827009
('111464 3363', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.181403855
('111465 3364', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.404985578
('111466 3365', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.12767865
('111467 3366', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	804.5590147
('111468 3367', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	782.3857281
('111469 3368', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	719.25121
('111470 3369', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	733.2613189
('111471 3370', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	730.7410749
('111472 3371', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	733.0097612
('111473 3372', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	154.6326481
('111474 3373', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	234.2866879
('111475 3374', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	170.576025
('111476 3375', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	713.1453814
('111477 3376', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	213.6378374
('111478 3377', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	2382.418648
('111479 3378', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	185.7408327
('111480 3379', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	199.8296956
('111481 3380', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	196.5820102
('111482 3381', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	213.4963696
('111483 3382', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	177.1536744
('111484 3383', 'clName: MDA-MB-415', 'clCenterSpecificID: 50332', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	505.8962317
('111485 3384', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.463883406
('111486 3385', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.186578226
('111487 3386', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.262657473
('111488 3387', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.351841122
('111489 3388', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.117229987
('111490 3389', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.262907831
('111491 3390', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	378.2677324
('111492 3391', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	363.6215048
('111493 3392', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	414.466699
('111494 3393', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	377.8832826
('111495 3394', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	374.1947819
('111496 3395', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	420.4657529
('111497 3396', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	140.0905121
('111498 3397', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	229.8112517
('111499 3398', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	140.2994653
('111500 3399', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT1')	625.30134
('111501 3400', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	183.2195132
('111502 3401', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT1')	1217.595378
('111503 3402', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	68.84642136
('111504 3403', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT3')	70.15537131
('111505 3404', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	62.02246639
('111506 3405', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pSTAT3')	65.58753175
('111507 3406', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	59.47523278
('111508 3407', 'clName: MDA-MB-453', 'clCenterSpecificID: 50334', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pSTAT3')	88.55279957
('111509 3408', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.228721314
('111510 3409', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.222079641
('111511 3410', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.237127872
('111512 3411', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.383027272
('111513 3412', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.301034902
('111514 3413', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: NF-kB')	1.27714574
('111515 3414', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	613.8863777
('111516 3415', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 10', 'timeUnit: minute', 'measuredProtein: pErk')	674.0016775
('111517 3416', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	599.6535932
('111518 3417', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 30', 'timeUnit: minute', 'measuredProtein: pErk')	721.9892555
('111519 3418', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	628.1461725
('111520 3419', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 100', 'time: 90', 'timeUnit: minute', 'measuredProtein: pErk')	556.1744754
('111521 3420', 'clName: SK-BR-3', 'clCenterSpecificID: 50057', 'ppName: IFN-alpha', 'ppLincsID: 200868.0', 'proteinLigandConcentration: 1', 'time: 10', 'timeUnit: minute', 'measuredProtein: pSTAT1')	153.1474119
